Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Marion County, Mississippi",28091,"560.87 (528.40, 594.38)","540.12 (510.09, 569.26)","487.37 (462.16, 513.29)","482.73 (459.68, 508.50)","471.61 (447.31, 495.97)","416.09 (393.08, 439.62)","372.44 (351.31, 394.87)","374.61 (349.71, 400.44)","-33.21 (-38.97, -27.15)"
"Marshall County, Mississippi",28093,"566.83 (535.09, 600.75)","547.53 (517.10, 578.53)","504.24 (478.54, 528.06)","493.09 (467.92, 518.06)","473.70 (451.90, 495.80)","423.60 (402.50, 443.66)","380.89 (360.40, 400.99)","385.31 (364.35, 408.26)","-32.02 (-37.36, -26.46)"
"Monroe County, Mississippi",28095,"601.11 (570.60, 632.72)","556.44 (528.70, 586.43)","489.08 (463.81, 513.38)","461.17 (439.89, 483.68)","426.18 (404.76, 447.27)","364.16 (345.05, 383.78)","318.23 (299.25, 337.65)","315.87 (296.90, 335.10)","-47.45 (-51.45, -42.96)"
"Montgomery County, Mississippi",28097,"602.35 (564.58, 642.91)","574.95 (540.35, 611.06)","522.85 (492.19, 554.86)","505.44 (476.08, 535.09)","474.84 (445.47, 505.41)","430.85 (401.06, 462.81)","379.74 (351.60, 407.79)","376.71 (345.44, 406.63)","-37.46 (-43.53, -30.61)"
"Neshoba County, Mississippi",28099,"529.68 (499.37, 559.54)","519.59 (492.87, 548.16)","499.80 (475.60, 522.78)","484.52 (462.28, 507.42)","476.55 (452.27, 501.17)","440.40 (417.79, 463.18)","394.24 (372.40, 417.06)","421.14 (395.58, 445.21)","-20.49 (-26.67, -13.59)"
"Newton County, Mississippi",28101,"541.97 (512.58, 572.72)","527.39 (499.74, 556.48)","492.69 (466.34, 519.05)","486.58 (462.28, 513.20)","448.93 (424.61, 472.95)","402.16 (379.31, 424.93)","352.01 (330.44, 374.14)","356.27 (332.48, 380.00)","-34.26 (-39.79, -27.93)"
"Noxubee County, Mississippi",28103,"559.77 (523.69, 596.21)","531.04 (498.17, 563.12)","488.32 (456.55, 519.46)","472.68 (444.51, 501.40)","436.06 (407.35, 465.83)","385.35 (360.33, 411.57)","346.70 (321.89, 373.77)","352.44 (325.13, 382.03)","-37.04 (-42.82, -30.31)"
"Oktibbeha County, Mississippi",28105,"550.33 (517.91, 584.29)","503.04 (473.36, 533.52)","440.52 (415.99, 464.75)","433.19 (409.99, 457.09)","401.85 (379.99, 424.21)","327.11 (307.15, 346.50)","286.14 (268.52, 305.99)","282.13 (263.62, 300.95)","-48.73 (-53.11, -44.10)"
"Panola County, Mississippi",28107,"595.26 (561.04, 632.75)","572.69 (543.74, 603.58)","514.47 (487.92, 544.21)","511.90 (487.89, 537.04)","491.82 (467.09, 515.92)","455.23 (432.40, 477.74)","403.43 (380.67, 425.46)","423.24 (399.90, 447.98)","-28.90 (-34.68, -22.49)"
"Pearl River County, Mississippi",28109,"573.11 (543.33, 603.50)","536.94 (508.09, 564.09)","481.51 (459.05, 503.00)","461.03 (438.36, 482.91)","430.71 (410.59, 451.82)","369.46 (351.28, 388.95)","328.60 (311.45, 345.35)","320.77 (304.18, 338.49)","-44.03 (-47.85, -39.50)"
"Perry County, Mississippi",28111,"573.88 (534.28, 618.68)","546.81 (510.34, 584.31)","500.49 (465.83, 536.31)","486.88 (456.19, 516.95)","455.05 (424.79, 485.40)","391.26 (364.71, 419.74)","356.26 (326.92, 385.03)","348.43 (319.33, 380.48)","-39.28 (-45.35, -32.69)"
"Pike County, Mississippi",28113,"644.52 (610.79, 677.98)","595.70 (567.04, 624.21)","538.88 (514.08, 565.09)","508.14 (485.46, 530.86)","477.47 (455.52, 499.70)","415.97 (395.49, 436.27)","365.65 (345.91, 383.47)","363.85 (344.48, 384.45)","-43.55 (-47.69, -38.94)"
"Pontotoc County, Mississippi",28115,"547.23 (515.90, 580.56)","513.92 (485.55, 540.90)","452.47 (428.43, 477.78)","420.82 (399.61, 442.07)","389.51 (367.92, 412.98)","337.32 (318.87, 358.90)","288.57 (270.94, 309.10)","284.81 (265.18, 305.45)","-47.95 (-52.35, -43.13)"
"Prentiss County, Mississippi",28117,"476.79 (448.17, 503.87)","460.78 (433.31, 486.48)","410.56 (388.75, 432.60)","394.67 (375.51, 416.65)","368.41 (348.22, 389.76)","333.15 (313.35, 352.41)","297.37 (278.16, 317.46)","293.19 (272.52, 312.88)","-38.51 (-43.59, -32.84)"
"Quitman County, Mississippi",28119,"627.92 (586.78, 670.87)","586.32 (551.76, 622.78)","541.73 (511.18, 572.95)","536.44 (506.24, 569.55)","523.91 (493.12, 554.49)","475.31 (441.13, 509.19)","427.49 (392.27, 460.82)","425.14 (388.16, 461.96)","-32.29 (-39.82, -24.32)"
"Rankin County, Mississippi",28121,"576.32 (547.13, 606.58)","514.56 (491.25, 538.38)","447.17 (426.48, 467.10)","435.20 (415.65, 454.48)","394.17 (376.26, 411.81)","340.76 (325.58, 355.89)","302.59 (288.30, 316.55)","288.12 (273.33, 303.46)","-50.01 (-53.28, -46.43)"
"Scott County, Mississippi",28123,"594.06 (561.28, 627.71)","560.86 (530.45, 592.05)","499.94 (475.26, 527.53)","482.64 (457.43, 507.33)","448.72 (426.29, 471.51)","400.64 (378.11, 422.76)","352.10 (330.58, 373.72)","344.19 (321.78, 366.43)","-42.06 (-46.67, -37.08)"
"Sharkey County, Mississippi",28125,"651.35 (603.53, 704.07)","610.18 (568.65, 654.63)","530.92 (495.49, 567.95)","510.78 (478.51, 548.26)","468.51 (437.91, 502.64)","414.67 (385.38, 445.96)","351.84 (321.71, 382.39)","354.95 (323.63, 391.51)","-45.51 (-51.72, -38.82)"
"Simpson County, Mississippi",28127,"602.74 (568.28, 639.29)","577.54 (544.99, 610.80)","533.53 (507.05, 561.25)","521.09 (494.01, 548.60)","503.38 (475.96, 529.71)","446.44 (421.52, 472.59)","408.95 (385.08, 434.36)","402.57 (375.55, 428.42)","-33.21 (-39.43, -27.34)"
"Smith County, Mississippi",28129,"526.30 (491.92, 561.10)","511.81 (480.38, 543.30)","473.45 (446.25, 501.78)","468.15 (442.00, 495.84)","439.61 (412.26, 467.82)","413.41 (385.03, 441.49)","345.71 (320.28, 373.20)","356.80 (329.24, 386.99)","-32.21 (-38.44, -25.17)"
"Stone County, Mississippi",28131,"712.55 (663.31, 758.59)","667.99 (626.85, 710.90)","584.12 (546.37, 620.28)","558.07 (524.99, 593.83)","513.77 (479.35, 546.17)","459.57 (428.83, 490.59)","401.39 (370.83, 432.51)","387.91 (354.67, 422.17)","-45.56 (-51.11, -39.59)"
"Sunflower County, Mississippi",28133,"652.46 (618.98, 686.27)","621.89 (592.85, 650.42)","573.25 (546.47, 600.15)","558.56 (530.17, 585.61)","533.60 (507.50, 561.01)","490.98 (464.91, 519.20)","426.48 (400.28, 453.59)","427.38 (399.76, 455.28)","-34.50 (-39.31, -28.83)"
"Tallahatchie County, Mississippi",28135,"599.17 (562.37, 634.45)","550.12 (519.55, 580.95)","484.02 (456.81, 513.43)","457.29 (431.52, 484.52)","418.96 (395.26, 443.68)","360.77 (335.50, 384.92)","309.97 (288.04, 332.02)","303.66 (279.75, 326.77)","-49.32 (-54.05, -44.64)"
"Tate County, Mississippi",28137,"560.89 (525.34, 598.03)","529.64 (498.84, 564.05)","479.18 (453.41, 506.01)","468.70 (443.38, 494.87)","445.85 (420.62, 471.63)","415.30 (391.35, 440.36)","372.78 (349.31, 397.15)","379.35 (352.69, 404.04)","-32.37 (-38.82, -26.08)"
"Tippah County, Mississippi",28139,"604.94 (569.84, 642.66)","590.38 (556.50, 623.83)","552.62 (525.17, 582.62)","550.88 (523.08, 578.25)","545.88 (519.12, 573.00)","495.59 (470.59, 522.61)","451.49 (427.15, 480.43)","459.94 (432.83, 489.07)","-23.97 (-30.82, -16.89)"
"Tishomingo County, Mississippi",28141,"546.30 (513.67, 578.15)","539.98 (510.36, 570.04)","499.77 (472.72, 526.80)","502.04 (473.95, 528.96)","500.88 (473.57, 528.79)","443.63 (416.05, 471.48)","407.09 (379.14, 433.81)","433.81 (400.95, 465.58)","-20.59 (-27.87, -13.11)"
"Tunica County, Mississippi",28143,"691.32 (644.10, 739.00)","668.16 (628.66, 712.54)","630.87 (592.04, 671.47)","619.15 (582.65, 658.98)","575.76 (537.54, 614.68)","526.48 (489.10, 566.16)","488.78 (446.69, 527.98)","501.05 (457.69, 544.27)","-27.52 (-34.40, -19.83)"
"Union County, Mississippi",28145,"524.04 (493.28, 555.98)","499.45 (472.70, 526.55)","461.50 (436.74, 486.62)","454.39 (428.59, 480.67)","434.06 (409.24, 458.23)","388.56 (365.67, 411.53)","348.57 (325.16, 372.06)","355.97 (331.43, 382.27)","-32.07 (-37.65, -25.82)"
"Walthall County, Mississippi",28147,"583.28 (544.59, 623.43)","554.00 (521.71, 587.55)","492.53 (463.43, 523.11)","481.65 (452.69, 512.63)","455.19 (429.25, 484.69)","405.86 (378.84, 433.77)","358.38 (332.42, 386.19)","352.07 (323.47, 381.65)","-39.64 (-45.51, -33.26)"
"Warren County, Mississippi",28149,"565.71 (537.73, 595.53)","543.62 (519.05, 570.33)","504.57 (480.11, 529.42)","512.33 (488.12, 536.62)","482.65 (460.40, 506.18)","446.20 (423.88, 469.12)","405.70 (384.76, 427.75)","411.98 (389.26, 434.42)","-27.17 (-32.46, -21.75)"
"Washington County, Mississippi",28151,"685.68 (655.49, 715.94)","642.22 (614.57, 667.82)","558.85 (534.57, 583.69)","560.49 (537.88, 585.58)","514.02 (491.59, 536.85)","466.04 (444.23, 486.98)","391.69 (372.25, 412.60)","386.96 (365.62, 407.89)","-43.56 (-47.69, -39.56)"
"Wayne County, Mississippi",28153,"573.12 (541.07, 608.55)","554.41 (522.42, 587.42)","503.28 (474.81, 531.59)","499.86 (470.76, 529.97)","463.73 (436.19, 490.82)","409.41 (382.26, 437.07)","362.91 (336.80, 390.74)","368.45 (340.87, 397.51)","-35.71 (-41.37, -29.19)"
"Webster County, Mississippi",28155,"512.74 (480.64, 549.19)","516.37 (485.19, 548.34)","497.60 (469.96, 528.76)","508.91 (478.12, 542.98)","510.97 (476.58, 542.82)","482.45 (448.56, 518.78)","442.37 (407.82, 480.15)","454.94 (415.93, 493.31)","-11.27 (-20.07, -1.58)"
"Wilkinson County, Mississippi",28157,"646.27 (603.19, 691.17)","603.94 (566.82, 641.79)","551.71 (518.62, 584.42)","526.52 (494.75, 558.61)","492.41 (461.36, 523.96)","445.95 (414.37, 480.60)","401.14 (370.64, 432.97)","401.00 (366.40, 436.39)","-37.95 (-44.09, -31.15)"
"Winston County, Mississippi",28159,"544.32 (512.79, 577.03)","507.23 (479.45, 536.08)","451.73 (427.38, 477.92)","440.91 (417.68, 463.43)","411.09 (388.61, 434.13)","355.46 (333.55, 377.47)","303.33 (282.60, 324.41)","315.94 (292.02, 338.28)","-41.96 (-47.12, -36.03)"
"Yalobusha County, Mississippi",28161,"550.11 (514.08, 585.26)","534.49 (500.92, 568.22)","491.25 (463.62, 520.51)","479.76 (452.22, 507.73)","457.68 (430.85, 486.92)","422.97 (393.72, 450.94)","388.63 (358.91, 418.07)","387.37 (356.66, 420.16)","-29.58 (-36.80, -22.11)"
"Yazoo County, Mississippi",28163,"616.41 (583.94, 647.47)","570.74 (542.74, 601.19)","519.18 (491.46, 545.98)","483.67 (460.10, 507.96)","453.35 (429.43, 477.60)","390.11 (366.56, 412.73)","342.13 (321.47, 362.12)","345.03 (321.31, 368.76)","-44.03 (-48.51, -39.09)"
Missouri,29,"515.03 (506.56, 523.61)","475.16 (466.90, 482.98)","424.76 (417.68, 431.91)","411.80 (404.08, 419.32)","382.85 (375.61, 389.89)","329.02 (322.86, 335.35)","291.21 (285.09, 297.19)","290.00 (283.59, 295.96)","-43.69 (-44.61, -42.76)"
"Adair County, Missouri",29001,"492.00 (461.40, 523.65)","454.65 (429.84, 479.38)","401.63 (380.50, 424.69)","384.52 (364.93, 405.22)","362.80 (345.32, 381.39)","324.91 (307.40, 345.32)","278.44 (261.96, 294.81)","282.51 (264.79, 301.74)","-42.58 (-47.34, -36.92)"
"Andrew County, Missouri",29003,"439.43 (410.24, 469.68)","415.69 (390.28, 441.49)","381.23 (356.92, 404.20)","367.50 (344.84, 389.18)","349.60 (328.78, 370.60)","311.37 (291.21, 331.48)","273.08 (255.21, 290.69)","275.39 (255.81, 294.65)","-37.33 (-43.21, -31.04)"
"Atchison County, Missouri",29005,"500.51 (465.74, 536.17)","469.68 (438.95, 502.13)","422.88 (397.06, 451.84)","401.31 (376.86, 426.42)","373.65 (349.45, 399.05)","313.75 (290.63, 338.81)","274.35 (252.57, 295.33)","271.14 (247.60, 294.95)","-45.83 (-51.65, -39.35)"
"Audrain County, Missouri",29007,"419.09 (394.17, 444.55)","400.90 (379.12, 423.23)","366.69 (347.50, 386.12)","353.27 (334.19, 372.22)","328.29 (310.61, 345.75)","295.91 (279.00, 313.07)","267.16 (250.93, 283.14)","264.22 (248.24, 280.49)","-36.95 (-41.82, -31.81)"
"Barry County, Missouri",29009,"493.71 (465.29, 520.60)","474.95 (449.27, 500.06)","431.93 (409.12, 454.89)","439.63 (417.65, 461.91)","422.22 (401.57, 444.04)","384.71 (364.75, 404.86)","346.43 (327.71, 366.77)","351.40 (330.30, 373.10)","-28.83 (-34.41, -23.06)"
"Barton County, Missouri",29011,"499.86 (466.77, 532.83)","465.69 (437.94, 494.42)","422.77 (399.03, 448.49)","398.80 (376.06, 421.39)","369.02 (347.86, 391.06)","318.08 (298.28, 339.50)","276.05 (256.49, 294.19)","280.91 (259.65, 301.32)","-43.80 (-49.12, -38.10)"
"Bates County, Missouri",29013,"519.34 (488.21, 552.06)","487.13 (459.43, 514.85)","443.70 (418.22, 469.57)","425.17 (401.74, 449.24)","398.66 (377.90, 421.81)","352.47 (332.05, 374.69)","306.27 (286.50, 326.45)","314.20 (291.57, 336.20)","-39.50 (-44.71, -33.75)"
"Benton County, Missouri",29015,"510.08 (478.50, 541.90)","475.19 (447.54, 502.93)","423.73 (401.22, 446.59)","414.47 (393.68, 435.46)","382.51 (363.08, 401.76)","325.91 (308.98, 344.69)","290.56 (273.03, 307.13)","291.80 (273.91, 311.81)","-42.79 (-47.77, -37.15)"
"Bollinger County, Missouri",29017,"561.23 (522.31, 601.84)","541.08 (507.96, 576.23)","490.30 (459.98, 520.29)","479.55 (450.40, 508.47)","450.01 (422.45, 477.88)","402.11 (376.20, 426.37)","358.13 (332.34, 385.74)","353.55 (327.63, 382.87)","-37.01 (-42.98, -30.41)"
"Boone County, Missouri",29019,"399.60 (377.83, 421.77)","366.48 (347.44, 384.41)","330.52 (312.55, 348.09)","321.75 (305.28, 338.11)","298.68 (285.06, 312.29)","256.87 (244.46, 269.16)","228.42 (217.58, 239.78)","228.06 (217.10, 239.08)","-42.93 (-46.86, -38.91)"
"Buchanan County, Missouri",29021,"529.18 (506.13, 553.33)","489.34 (465.66, 511.64)","446.38 (426.91, 466.79)","423.64 (406.79, 440.78)","391.74 (374.32, 408.05)","354.32 (339.07, 369.23)","316.47 (302.79, 330.82)","318.95 (303.92, 334.15)","-39.73 (-43.49, -35.73)"
"Butler County, Missouri",29023,"550.19 (520.73, 578.66)","514.53 (488.29, 540.15)","460.78 (438.35, 482.98)","453.65 (432.38, 477.18)","420.02 (400.43, 439.39)","368.08 (351.61, 386.10)","327.89 (310.88, 345.69)","330.30 (311.18, 349.59)","-39.97 (-44.63, -35.00)"
"Caldwell County, Missouri",29025,"507.81 (474.27, 543.24)","475.05 (445.55, 505.74)","423.76 (398.42, 451.47)","404.53 (380.20, 430.43)","380.02 (355.02, 405.19)","323.05 (299.95, 345.99)","282.93 (262.92, 304.04)","283.97 (260.25, 307.04)","-44.08 (-49.74, -38.11)"
"Callaway County, Missouri",29027,"434.46 (408.87, 461.75)","404.13 (380.20, 426.96)","373.92 (353.88, 395.35)","363.90 (344.13, 384.10)","351.12 (334.25, 368.97)","304.26 (287.14, 322.26)","276.51 (260.58, 292.79)","277.55 (259.36, 294.97)","-36.12 (-41.67, -30.10)"
"Camden County, Missouri",29029,"461.69 (435.12, 489.36)","424.17 (400.55, 445.85)","385.42 (364.36, 406.27)","375.45 (357.44, 394.61)","353.36 (336.32, 370.39)","312.96 (298.18, 328.11)","275.88 (261.15, 291.21)","283.14 (268.20, 297.94)","-38.67 (-43.14, -33.78)"
"Cape Girardeau County, Missouri",29031,"494.88 (468.81, 521.02)","481.97 (459.84, 503.36)","433.64 (414.50, 453.53)","418.76 (399.61, 437.90)","395.73 (376.79, 413.43)","342.72 (325.52, 358.47)","300.81 (286.45, 316.74)","306.01 (289.89, 323.39)","-38.16 (-42.32, -33.44)"
"Carroll County, Missouri",29033,"493.17 (462.29, 526.49)","478.11 (449.41, 507.60)","445.12 (420.55, 472.08)","442.61 (416.76, 469.31)","423.17 (397.31, 447.40)","366.64 (342.67, 390.50)","348.98 (325.06, 372.65)","348.16 (322.78, 376.56)","-29.40 (-36.09, -21.82)"
"Carter County, Missouri",29035,"541.12 (500.14, 584.84)","518.23 (484.08, 555.01)","474.28 (443.39, 506.73)","468.28 (437.93, 499.81)","448.75 (419.52, 479.54)","415.49 (386.28, 448.37)","350.54 (323.08, 378.89)","363.25 (332.73, 396.32)","-32.87 (-40.37, -24.20)"
"Cass County, Missouri",29037,"486.57 (460.12, 513.90)","452.40 (427.48, 476.01)","400.83 (380.81, 419.97)","378.34 (360.67, 397.08)","349.69 (333.25, 366.33)","299.67 (286.34, 313.00)","255.54 (243.12, 267.67)","244.98 (232.54, 257.44)","-49.65 (-53.22, -45.53)"
"Cedar County, Missouri",29039,"485.23 (455.01, 517.28)","461.39 (434.00, 491.71)","418.44 (393.36, 444.15)","407.65 (383.93, 432.04)","393.33 (369.98, 416.92)","344.73 (321.92, 368.54)","308.75 (286.60, 331.24)","315.87 (291.86, 341.54)","-34.90 (-40.74, -27.91)"
"Chariton County, Missouri",29041,"517.74 (483.62, 553.98)","479.87 (451.84, 510.04)","430.56 (405.64, 455.56)","412.61 (390.69, 437.54)","383.12 (361.01, 408.41)","338.47 (315.99, 360.64)","291.38 (269.87, 312.42)","305.11 (278.15, 331.20)","-41.07 (-46.39, -34.32)"
"Christian County, Missouri",29043,"487.53 (457.15, 520.29)","457.58 (432.20, 485.51)","398.11 (377.17, 419.54)","379.94 (360.53, 398.40)","363.05 (343.87, 382.50)","318.07 (301.57, 335.18)","278.06 (262.86, 293.91)","280.56 (264.43, 296.64)","-42.45 (-47.23, -37.28)"
"Clark County, Missouri",29045,"509.60 (472.91, 549.79)","480.60 (450.73, 513.07)","443.68 (415.48, 472.98)","422.78 (396.36, 450.47)","396.31 (370.10, 424.03)","349.19 (326.10, 375.25)","303.94 (279.89, 329.31)","307.05 (280.78, 334.75)","-39.75 (-46.10, -32.70)"
"Clay County, Missouri",29047,"491.20 (465.73, 517.15)","459.24 (436.91, 480.58)","382.69 (363.21, 400.26)","351.16 (335.64, 367.57)","315.75 (300.97, 330.64)","257.49 (246.09, 268.45)","224.27 (214.17, 234.22)","222.66 (212.38, 232.69)","-54.67 (-57.46, -51.42)"
"Clinton County, Missouri",29049,"506.39 (474.15, 541.32)","473.42 (446.52, 501.07)","423.75 (399.90, 447.16)","411.56 (389.60, 434.32)","385.19 (364.67, 407.11)","339.78 (320.15, 358.98)","286.08 (268.69, 303.97)","289.81 (269.42, 310.72)","-42.77 (-47.60, -37.19)"
"Cole County, Missouri",29051,"475.14 (449.39, 499.80)","439.01 (417.18, 461.87)","390.48 (370.13, 408.98)","372.04 (354.43, 391.09)","353.07 (336.20, 369.37)","307.29 (291.96, 323.58)","270.50 (257.16, 285.36)","268.90 (254.42, 283.69)","-43.41 (-47.71, -38.64)"
"Cooper County, Missouri",29053,"456.42 (425.11, 487.22)","431.02 (405.29, 457.96)","393.15 (368.83, 417.16)","386.29 (363.21, 410.68)","373.37 (350.62, 397.84)","340.03 (317.39, 362.67)","306.36 (284.43, 328.90)","312.61 (288.33, 338.27)","-31.51 (-38.04, -24.53)"
"Crawford County, Missouri",29055,"460.08 (429.97, 490.85)","449.47 (423.53, 477.05)","425.64 (403.28, 450.04)","428.61 (405.60, 450.95)","424.70 (403.27, 448.31)","398.68 (375.24, 419.71)","370.26 (348.18, 392.12)","382.65 (359.60, 407.22)","-16.83 (-24.02, -8.86)"
"Dade County, Missouri",29057,"483.55 (448.44, 519.43)","467.34 (438.74, 495.76)","425.20 (398.64, 453.52)","414.04 (386.82, 439.37)","392.59 (367.59, 420.24)","343.57 (319.54, 367.91)","306.15 (284.22, 330.52)","304.56 (279.85, 329.97)","-37.02 (-43.39, -29.41)"
"Dallas County, Missouri",29059,"447.12 (416.85, 478.07)","422.02 (396.19, 451.03)","375.50 (353.93, 397.69)","365.67 (345.73, 386.73)","340.00 (320.46, 360.93)","303.06 (284.23, 323.21)","263.12 (246.32, 281.21)","259.49 (240.46, 279.71)","-41.96 (-47.53, -35.83)"
"Daviess County, Missouri",29061,"516.59 (479.81, 555.34)","499.06 (467.43, 533.47)","454.22 (424.72, 481.80)","444.76 (417.41, 470.73)","412.99 (384.13, 441.10)","363.08 (335.66, 389.15)","323.10 (298.28, 349.12)","323.27 (296.43, 352.58)","-37.42 (-43.74, -30.25)"
"DeKalb County, Missouri",29063,"486.56 (453.31, 518.07)","475.39 (444.81, 505.70)","433.20 (407.40, 459.09)","415.98 (391.24, 439.00)","382.57 (358.36, 405.71)","341.41 (319.26, 363.40)","300.02 (279.29, 322.73)","295.72 (274.77, 319.03)","-39.22 (-44.95, -32.92)"
"Dent County, Missouri",29065,"492.91 (459.78, 523.93)","479.93 (452.95, 508.11)","436.40 (410.53, 461.12)","436.94 (412.07, 462.46)","419.82 (393.97, 445.47)","372.67 (349.21, 395.49)","339.55 (316.79, 362.43)","338.76 (314.51, 362.91)","-31.27 (-37.74, -24.74)"
"Douglas County, Missouri",29067,"404.24 (377.08, 432.02)","380.07 (355.29, 404.72)","345.43 (323.80, 367.18)","333.71 (314.09, 353.52)","320.24 (301.90, 339.83)","282.92 (265.36, 300.30)","243.35 (227.54, 260.96)","245.27 (227.97, 263.57)","-39.33 (-44.90, -33.43)"
"Dunklin County, Missouri",29069,"571.72 (542.49, 603.60)","567.87 (540.75, 593.50)","532.07 (507.58, 556.54)","521.40 (497.03, 546.88)","493.62 (471.58, 517.47)","461.28 (440.35, 483.84)","427.27 (404.18, 450.41)","438.48 (415.41, 463.76)","-23.31 (-28.85, -17.50)"
"Franklin County, Missouri",29071,"527.70 (501.00, 554.81)","491.12 (467.70, 515.50)","440.28 (418.93, 460.92)","423.05 (403.94, 443.32)","388.59 (369.91, 406.72)","336.25 (321.44, 353.14)","303.34 (288.38, 319.23)","296.16 (279.93, 311.79)","-43.88 (-47.86, -39.93)"
"Gasconade County, Missouri",29073,"491.28 (458.04, 522.70)","472.04 (446.33, 498.15)","429.65 (406.28, 452.45)","420.28 (396.66, 441.86)","398.82 (376.99, 421.40)","348.17 (328.57, 369.89)","310.67 (292.05, 330.29)","316.33 (294.49, 339.37)","-35.61 (-41.23, -29.89)"
"Gentry County, Missouri",29075,"489.69 (458.27, 525.88)","472.79 (444.40, 504.63)","425.68 (400.01, 452.85)","421.73 (395.80, 447.58)","400.19 (377.69, 424.71)","353.97 (328.79, 377.18)","322.78 (299.01, 347.96)","316.22 (291.72, 343.34)","-35.42 (-41.89, -27.77)"
"Greene County, Missouri",29077,"444.66 (425.80, 464.17)","423.20 (404.97, 440.30)","382.52 (366.89, 398.97)","371.02 (356.17, 385.77)","355.23 (341.46, 370.05)","298.67 (286.59, 310.46)","269.94 (258.31, 281.57)","272.00 (261.20, 283.50)","-38.83 (-41.86, -35.30)"
"Grundy County, Missouri",29079,"504.75 (471.33, 539.48)","474.65 (446.19, 503.39)","436.21 (410.02, 461.76)","416.58 (392.01, 441.04)","388.00 (363.87, 410.74)","339.61 (318.67, 361.14)","295.59 (276.43, 315.67)","293.90 (274.18, 315.68)","-41.77 (-47.45, -35.71)"
"Harrison County, Missouri",29081,"518.72 (486.85, 550.65)","495.70 (465.95, 526.03)","456.49 (431.31, 483.67)","444.88 (419.65, 470.11)","425.66 (400.43, 451.14)","367.38 (343.11, 392.65)","322.69 (300.63, 346.61)","326.07 (301.26, 352.13)","-37.14 (-42.88, -30.59)"
